"","Electors","Candidate","Color"
"1556",420,"Democrat","#0000FF"
"1557",354,"Democrat","#0000FF"
"1558",216,"Republican","#FF0000"
"1559",307,"Democrat","#0000FF"
"1560",312,"Democrat","#0000FF"
"1561",242,"Republican","#FF0000"
"1562",276,"Democrat","#0000FF"
"1563",267,"Republican","#FF0000"
"1564",383,"Democrat","#0000FF"
"1565",323,"Democrat","#0000FF"
"1566",199,"Republican","#FF0000"
"1567",411,"Democrat","#0000FF"
"1568",343,"Democrat","#0000FF"
"1569",204,"Republican","#FF0000"
"1570",234,"Republican","#FF0000"
"1571",253,"Republican","#FF0000"
"1572",176,"Republican","#FF0000"
"1573",427,"Democrat","#0000FF"
"1574",286,"Democrat","#0000FF"
"1575",294,"Democrat","#0000FF"
"1576",294,"Democrat","#0000FF"
"1577",268,"Republican","#FF0000"
"1578",217,"Republican","#FF0000"
"1579",288,"Democrat","#0000FF"
"1580",328,"Democrat","#0000FF"
"1581",292,"Democrat","#0000FF"
"1582",257,"Republican","#FF0000"
"1583",196,"Republican","#FF0000"
"1584",292,"Democrat","#0000FF"
"1585",333,"Democrat","#0000FF"
"1586",276,"Democrat","#0000FF"
"1587",359,"Democrat","#0000FF"
"1588",389,"Democrat","#0000FF"
"1589",313,"Democrat","#0000FF"
"1590",395,"Democrat","#0000FF"
"1591",309,"Democrat","#0000FF"
"1592",203,"Republican","#FF0000"
"1593",248,"Republican","#FF0000"
"1594",301,"Democrat","#0000FF"
"1595",389,"Democrat","#0000FF"
"1596",283,"Democrat","#0000FF"
"1597",214,"Republican","#FF0000"
"1598",188,"Republican","#FF0000"
"1599",399,"Democrat","#0000FF"
"1600",252,"Republican","#FF0000"
"1601",237,"Republican","#FF0000"
"1602",339,"Democrat","#0000FF"
"1603",202,"Republican","#FF0000"
"1604",257,"Republican","#FF0000"
"1605",273,"Democrat","#0000FF"
"1606",339,"Democrat","#0000FF"
"1607",309,"Democrat","#0000FF"
"1608",262,"Republican","#FF0000"
"1609",353,"Democrat","#0000FF"
"1610",218,"Republican","#FF0000"
"1611",232,"Republican","#FF0000"
"1612",282,"Democrat","#0000FF"
"1613",278,"Democrat","#0000FF"
"1614",395,"Democrat","#0000FF"
"1615",208,"Republican","#FF0000"
"1616",217,"Republican","#FF0000"
"1617",463,"Democrat","#0000FF"
"1618",229,"Republican","#FF0000"
"1619",234,"Republican","#FF0000"
"1620",257,"Republican","#FF0000"
"1621",253,"Republican","#FF0000"
"1622",379,"Democrat","#0000FF"
"1623",216,"Republican","#FF0000"
"1624",322,"Democrat","#0000FF"
"1625",348,"Democrat","#0000FF"
"1626",282,"Democrat","#0000FF"
"1627",414,"Democrat","#0000FF"
"1628",287,"Democrat","#0000FF"
"1629",328,"Democrat","#0000FF"
"1630",232,"Republican","#FF0000"
"1631",266,"Republican","#FF0000"
"1632",317,"Democrat","#0000FF"
"1633",393,"Democrat","#0000FF"
"1634",163,"Republican","#FF0000"
"1635",222,"Republican","#FF0000"
"1636",136,"Republican","#FF0000"
"1637",229,"Republican","#FF0000"
"1638",412,"Democrat","#0000FF"
"1639",237,"Republican","#FF0000"
"1640",278,"Democrat","#0000FF"
"1641",448,"Democrat","#0000FF"
"1642",337,"Democrat","#0000FF"
"1643",293,"Democrat","#0000FF"
"1644",234,"Republican","#FF0000"
"1645",352,"Democrat","#0000FF"
"1646",276,"Democrat","#0000FF"
"1647",315,"Democrat","#0000FF"
"1648",263,"Republican","#FF0000"
"1649",389,"Democrat","#0000FF"
"1650",292,"Democrat","#0000FF"
"1651",333,"Democrat","#0000FF"
"1652",224,"Republican","#FF0000"
"1653",326,"Democrat","#0000FF"
"1654",255,"Republican","#FF0000"
"1655",336,"Democrat","#0000FF"
"1656",294,"Democrat","#0000FF"
"1657",400,"Democrat","#0000FF"
"1658",215,"Republican","#FF0000"
"1659",295,"Democrat","#0000FF"
"1660",280,"Democrat","#0000FF"
"1661",271,"Democrat","#0000FF"
"1662",298,"Democrat","#0000FF"
"1663",398,"Democrat","#0000FF"
"1664",228,"Republican","#FF0000"
"1665",226,"Republican","#FF0000"
"1666",311,"Democrat","#0000FF"
"1667",249,"Republican","#FF0000"
"1668",444,"Democrat","#0000FF"
"1669",248,"Republican","#FF0000"
"1670",376,"Democrat","#0000FF"
"1671",336,"Democrat","#0000FF"
"1672",240,"Republican","#FF0000"
"1673",238,"Republican","#FF0000"
"1674",287,"Democrat","#0000FF"
"1675",259,"Republican","#FF0000"
"1676",312,"Democrat","#0000FF"
"1677",378,"Democrat","#0000FF"
"1678",284,"Democrat","#0000FF"
"1679",203,"Republican","#FF0000"
"1680",353,"Democrat","#0000FF"
"1681",237,"Republican","#FF0000"
"1682",325,"Democrat","#0000FF"
"1683",325,"Democrat","#0000FF"
"1684",232,"Republican","#FF0000"
"1685",273,"Democrat","#0000FF"
"1686",338,"Democrat","#0000FF"
"1687",302,"Democrat","#0000FF"
"1688",349,"Democrat","#0000FF"
"1689",265,"Republican","#FF0000"
"1690",389,"Democrat","#0000FF"
"1691",313,"Democrat","#0000FF"
"1692",336,"Democrat","#0000FF"
"1693",207,"Republican","#FF0000"
"1694",247,"Republican","#FF0000"
"1695",216,"Republican","#FF0000"
"1696",290,"Democrat","#0000FF"
"1697",433,"Democrat","#0000FF"
"1698",323,"Democrat","#0000FF"
"1699",228,"Republican","#FF0000"
"1700",365,"Democrat","#0000FF"
"1701",228,"Republican","#FF0000"
"1702",328,"Democrat","#0000FF"
"1703",338,"Democrat","#0000FF"
"1704",271,"Democrat","#0000FF"
"1705",227,"Republican","#FF0000"
"1706",257,"Republican","#FF0000"
"1707",275,"Democrat","#0000FF"
"1708",386,"Democrat","#0000FF"
"1709",307,"Democrat","#0000FF"
"1710",243,"Republican","#FF0000"
"1711",268,"Republican","#FF0000"
"1712",243,"Republican","#FF0000"
"1713",333,"Democrat","#0000FF"
"1714",324,"Democrat","#0000FF"
"1715",332,"Democrat","#0000FF"
"1716",263,"Republican","#FF0000"
"1717",367,"Democrat","#0000FF"
"1718",343,"Democrat","#0000FF"
"1719",387,"Democrat","#0000FF"
"1720",377,"Democrat","#0000FF"
"1721",273,"Democrat","#0000FF"
"1722",195,"Republican","#FF0000"
"1723",263,"Republican","#FF0000"
"1724",231,"Republican","#FF0000"
"1725",424,"Democrat","#0000FF"
"1726",279,"Democrat","#0000FF"
"1727",331,"Democrat","#0000FF"
"1728",247,"Republican","#FF0000"
"1729",325,"Democrat","#0000FF"
"1730",208,"Republican","#FF0000"
"1731",283,"Democrat","#0000FF"
"1732",222,"Republican","#FF0000"
"1733",253,"Republican","#FF0000"
"1734",251,"Republican","#FF0000"
"1735",232,"Republican","#FF0000"
"1736",359,"Democrat","#0000FF"
"1737",272,"Democrat","#0000FF"
"1738",300,"Democrat","#0000FF"
"1739",290,"Democrat","#0000FF"
"1740",252,"Republican","#FF0000"
"1741",220,"Republican","#FF0000"
"1742",274,"Democrat","#0000FF"
"1743",248,"Republican","#FF0000"
"1744",277,"Democrat","#0000FF"
"1745",251,"Republican","#FF0000"
"1746",237,"Republican","#FF0000"
"1747",186,"Republican","#FF0000"
"1748",333,"Democrat","#0000FF"
"1749",252,"Republican","#FF0000"
"1750",250,"Republican","#FF0000"
"1751",261,"Republican","#FF0000"
"1752",386,"Democrat","#0000FF"
"1753",158,"Republican","#FF0000"
"1754",395,"Democrat","#0000FF"
"1755",241,"Republican","#FF0000"
"1756",244,"Republican","#FF0000"
"1757",339,"Democrat","#0000FF"
"1758",264,"Republican","#FF0000"
"1759",209,"Republican","#FF0000"
"1760",262,"Republican","#FF0000"
"1761",276,"Democrat","#0000FF"
"1762",235,"Republican","#FF0000"
"1763",212,"Republican","#FF0000"
"1764",333,"Democrat","#0000FF"
"1765",348,"Democrat","#0000FF"
"1766",333,"Democrat","#0000FF"
"1767",315,"Democrat","#0000FF"
"1768",177,"Republican","#FF0000"
"1769",359,"Democrat","#0000FF"
"1770",288,"Democrat","#0000FF"
"1771",362,"Democrat","#0000FF"
"1772",353,"Democrat","#0000FF"
"1773",214,"Republican","#FF0000"
"1774",154,"Republican","#FF0000"
"1775",395,"Democrat","#0000FF"
"1776",357,"Democrat","#0000FF"
"1777",269,"Republican","#FF0000"
"1778",432,"Democrat","#0000FF"
"1779",336,"Democrat","#0000FF"
"1780",263,"Republican","#FF0000"
"1781",224,"Republican","#FF0000"
"1782",272,"Democrat","#0000FF"
"1783",215,"Republican","#FF0000"
"1784",281,"Democrat","#0000FF"
"1785",284,"Democrat","#0000FF"
"1786",275,"Democrat","#0000FF"
"1787",269,"Republican","#FF0000"
"1788",283,"Democrat","#0000FF"
"1789",286,"Democrat","#0000FF"
"1790",402,"Democrat","#0000FF"
"1791",273,"Democrat","#0000FF"
"1792",330,"Democrat","#0000FF"
"1793",266,"Republican","#FF0000"
"1794",439,"Democrat","#0000FF"
"1795",251,"Republican","#FF0000"
"1796",338,"Democrat","#0000FF"
"1797",303,"Democrat","#0000FF"
"1798",222,"Republican","#FF0000"
"1799",441,"Democrat","#0000FF"
"1800",164,"Republican","#FF0000"
"1801",252,"Republican","#FF0000"
"1802",266,"Republican","#FF0000"
"1803",246,"Republican","#FF0000"
"1804",287,"Democrat","#0000FF"
"1805",303,"Democrat","#0000FF"
"1806",223,"Republican","#FF0000"
"1807",362,"Democrat","#0000FF"
"1808",281,"Democrat","#0000FF"
"1809",303,"Democrat","#0000FF"
"1810",361,"Democrat","#0000FF"
"1811",376,"Democrat","#0000FF"
"1812",271,"Democrat","#0000FF"
"1813",299,"Democrat","#0000FF"
"1814",247,"Republican","#FF0000"
"1815",266,"Republican","#FF0000"
"1816",247,"Republican","#FF0000"
"1817",349,"Democrat","#0000FF"
"1818",293,"Democrat","#0000FF"
"1819",328,"Democrat","#0000FF"
"1820",384,"Democrat","#0000FF"
"1821",276,"Democrat","#0000FF"
"1822",405,"Democrat","#0000FF"
"1823",319,"Democrat","#0000FF"
"1824",302,"Democrat","#0000FF"
"1825",316,"Democrat","#0000FF"
"1826",181,"Republican","#FF0000"
"1827",309,"Democrat","#0000FF"
"1828",189,"Republican","#FF0000"
"1829",204,"Republican","#FF0000"
"1830",331,"Democrat","#0000FF"
"1831",314,"Democrat","#0000FF"
"1832",284,"Democrat","#0000FF"
"1833",326,"Democrat","#0000FF"
"1834",218,"Republican","#FF0000"
"1835",344,"Democrat","#0000FF"
"1836",218,"Republican","#FF0000"
"1837",222,"Republican","#FF0000"
"1838",389,"Democrat","#0000FF"
"1839",288,"Democrat","#0000FF"
"1840",328,"Democrat","#0000FF"
"1841",372,"Democrat","#0000FF"
"1842",299,"Democrat","#0000FF"
"1843",308,"Democrat","#0000FF"
"1844",274,"Democrat","#0000FF"
"1845",304,"Democrat","#0000FF"
"1846",230,"Republican","#FF0000"
"1847",336,"Democrat","#0000FF"
"1848",262,"Republican","#FF0000"
"1849",281,"Democrat","#0000FF"
"1850",374,"Democrat","#0000FF"
"1851",350,"Democrat","#0000FF"
"1852",277,"Democrat","#0000FF"
"1853",287,"Democrat","#0000FF"
"1854",203,"Republican","#FF0000"
"1855",213,"Republican","#FF0000"
"1856",302,"Democrat","#0000FF"
"1857",311,"Democrat","#0000FF"
"1858",361,"Democrat","#0000FF"
"1859",201,"Republican","#FF0000"
"1860",372,"Democrat","#0000FF"
"1861",357,"Democrat","#0000FF"
"1862",255,"Republican","#FF0000"
"1863",316,"Democrat","#0000FF"
"1864",353,"Democrat","#0000FF"
"1865",420,"Democrat","#0000FF"
"1866",246,"Republican","#FF0000"
"1867",294,"Democrat","#0000FF"
"1868",366,"Democrat","#0000FF"
"1869",323,"Democrat","#0000FF"
"1870",358,"Democrat","#0000FF"
"1871",365,"Democrat","#0000FF"
"1872",349,"Democrat","#0000FF"
"1873",257,"Republican","#FF0000"
"1874",294,"Democrat","#0000FF"
"1875",339,"Democrat","#0000FF"
"1876",218,"Republican","#FF0000"
"1877",355,"Democrat","#0000FF"
"1878",354,"Democrat","#0000FF"
"1879",225,"Republican","#FF0000"
"1880",370,"Democrat","#0000FF"
"1881",370,"Democrat","#0000FF"
"1882",247,"Republican","#FF0000"
"1883",226,"Republican","#FF0000"
"1884",303,"Democrat","#0000FF"
"1885",306,"Democrat","#0000FF"
"1886",413,"Democrat","#0000FF"
"1887",264,"Republican","#FF0000"
"1888",358,"Democrat","#0000FF"
"1889",333,"Democrat","#0000FF"
"1890",210,"Republican","#FF0000"
"1891",335,"Democrat","#0000FF"
"1892",362,"Democrat","#0000FF"
"1893",179,"Republican","#FF0000"
"1894",277,"Democrat","#0000FF"
"1895",218,"Republican","#FF0000"
"1896",226,"Republican","#FF0000"
"1897",210,"Republican","#FF0000"
"1898",287,"Democrat","#0000FF"
"1899",411,"Democrat","#0000FF"
"1900",314,"Democrat","#0000FF"
"1901",352,"Democrat","#0000FF"
"1902",189,"Republican","#FF0000"
"1903",242,"Republican","#FF0000"
"1904",271,"Democrat","#0000FF"
"1905",329,"Democrat","#0000FF"
"1906",315,"Democrat","#0000FF"
"1907",212,"Republican","#FF0000"
"1908",173,"Republican","#FF0000"
"1909",239,"Republican","#FF0000"
"1910",248,"Republican","#FF0000"
"1911",320,"Democrat","#0000FF"
"1912",336,"Democrat","#0000FF"
"1913",349,"Democrat","#0000FF"
"1914",203,"Republican","#FF0000"
"1915",274,"Democrat","#0000FF"
"1916",267,"Republican","#FF0000"
"1917",245,"Republican","#FF0000"
"1918",245,"Republican","#FF0000"
"1919",302,"Democrat","#0000FF"
"1920",271,"Democrat","#0000FF"
"1921",203,"Republican","#FF0000"
"1922",327,"Democrat","#0000FF"
"1923",342,"Democrat","#0000FF"
"1924",423,"Democrat","#0000FF"
"1925",274,"Democrat","#0000FF"
"1926",402,"Democrat","#0000FF"
"1927",367,"Democrat","#0000FF"
"1928",303,"Democrat","#0000FF"
"1929",224,"Republican","#FF0000"
"1930",169,"Republican","#FF0000"
"1931",331,"Democrat","#0000FF"
"1932",378,"Democrat","#0000FF"
"1933",389,"Democrat","#0000FF"
"1934",259,"Republican","#FF0000"
"1935",309,"Democrat","#0000FF"
"1936",331,"Democrat","#0000FF"
"1937",333,"Democrat","#0000FF"
"1938",272,"Democrat","#0000FF"
"1939",314,"Democrat","#0000FF"
"1940",308,"Democrat","#0000FF"
"1941",253,"Republican","#FF0000"
"1942",193,"Republican","#FF0000"
"1943",337,"Democrat","#0000FF"
"1944",266,"Republican","#FF0000"
"1945",266,"Republican","#FF0000"
"1946",324,"Democrat","#0000FF"
"1947",346,"Democrat","#0000FF"
"1948",261,"Republican","#FF0000"
"1949",251,"Republican","#FF0000"
"1950",233,"Republican","#FF0000"
"1951",325,"Democrat","#0000FF"
"1952",300,"Democrat","#0000FF"
"1953",333,"Democrat","#0000FF"
"1954",319,"Democrat","#0000FF"
"1955",297,"Democrat","#0000FF"
"1956",258,"Republican","#FF0000"
"1957",303,"Democrat","#0000FF"
"1958",229,"Republican","#FF0000"
"1959",193,"Republican","#FF0000"
"1960",287,"Democrat","#0000FF"
"1961",138,"Republican","#FF0000"
"1962",353,"Democrat","#0000FF"
"1963",275,"Democrat","#0000FF"
"1964",416,"Democrat","#0000FF"
"1965",348,"Democrat","#0000FF"
"1966",223,"Republican","#FF0000"
"1967",208,"Republican","#FF0000"
"1968",277,"Democrat","#0000FF"
"1969",194,"Republican","#FF0000"
"1970",370,"Democrat","#0000FF"
"1971",293,"Democrat","#0000FF"
"1972",392,"Democrat","#0000FF"
"1973",193,"Republican","#FF0000"
"1974",256,"Republican","#FF0000"
"1975",263,"Republican","#FF0000"
"1976",263,"Republican","#FF0000"
"1977",237,"Republican","#FF0000"
"1978",253,"Republican","#FF0000"
"1979",196,"Republican","#FF0000"
"1980",251,"Republican","#FF0000"
"1981",247,"Republican","#FF0000"
"1982",274,"Democrat","#0000FF"
"1983",332,"Democrat","#0000FF"
"1984",257,"Republican","#FF0000"
"1985",317,"Democrat","#0000FF"
"1986",358,"Democrat","#0000FF"
"1987",121,"Republican","#FF0000"
"1988",238,"Republican","#FF0000"
"1989",320,"Democrat","#0000FF"
"1990",232,"Republican","#FF0000"
"1991",148,"Republican","#FF0000"
"1992",390,"Democrat","#0000FF"
"1993",199,"Republican","#FF0000"
"1994",196,"Republican","#FF0000"
"1995",332,"Democrat","#0000FF"
"1996",319,"Democrat","#0000FF"
"1997",318,"Democrat","#0000FF"
"1998",336,"Democrat","#0000FF"
"1999",317,"Democrat","#0000FF"
"2000",319,"Democrat","#0000FF"
"2001",248,"Republican","#FF0000"
"2002",424,"Democrat","#0000FF"
"2003",349,"Democrat","#0000FF"
"2004",349,"Democrat","#0000FF"
"2005",364,"Democrat","#0000FF"
"2006",204,"Republican","#FF0000"
"2007",322,"Democrat","#0000FF"
"2008",238,"Republican","#FF0000"
"2009",198,"Republican","#FF0000"
"2010",277,"Democrat","#0000FF"
"2011",379,"Democrat","#0000FF"
"2012",257,"Republican","#FF0000"
"2013",222,"Republican","#FF0000"
"2014",320,"Democrat","#0000FF"
"2015",350,"Democrat","#0000FF"
"2016",410,"Democrat","#0000FF"
"2017",364,"Democrat","#0000FF"
"2018",382,"Democrat","#0000FF"
"2019",363,"Democrat","#0000FF"
"2020",187,"Republican","#FF0000"
"2021",187,"Republican","#FF0000"
"2022",195,"Republican","#FF0000"
"2023",324,"Democrat","#0000FF"
"2024",213,"Republican","#FF0000"
"2025",241,"Republican","#FF0000"
"2026",333,"Democrat","#0000FF"
"2027",236,"Republican","#FF0000"
"2028",430,"Democrat","#0000FF"
"2029",283,"Democrat","#0000FF"
"2030",284,"Democrat","#0000FF"
"2031",287,"Democrat","#0000FF"
"2032",325,"Democrat","#0000FF"
"2033",223,"Republican","#FF0000"
"2034",279,"Democrat","#0000FF"
"2035",234,"Republican","#FF0000"
"2036",329,"Democrat","#0000FF"
"2037",267,"Republican","#FF0000"
"2038",231,"Republican","#FF0000"
"2039",269,"Republican","#FF0000"
"2040",275,"Democrat","#0000FF"
"2041",224,"Republican","#FF0000"
"2042",385,"Democrat","#0000FF"
"2043",162,"Republican","#FF0000"
"2044",339,"Democrat","#0000FF"
"2045",269,"Republican","#FF0000"
"2046",207,"Republican","#FF0000"
"2047",245,"Republican","#FF0000"
"2048",321,"Democrat","#0000FF"
"2049",250,"Republican","#FF0000"
"2050",307,"Democrat","#0000FF"
"2051",269,"Republican","#FF0000"
"2052",281,"Democrat","#0000FF"
"2053",376,"Democrat","#0000FF"
"2054",349,"Democrat","#0000FF"
"2055",234,"Republican","#FF0000"
"2056",262,"Republican","#FF0000"
"2057",256,"Republican","#FF0000"
"2058",190,"Republican","#FF0000"
"2059",389,"Democrat","#0000FF"
"2060",286,"Democrat","#0000FF"
"2061",237,"Republican","#FF0000"
"2062",202,"Republican","#FF0000"
"2063",431,"Democrat","#0000FF"
"2064",254,"Republican","#FF0000"
"2065",255,"Republican","#FF0000"
"2066",273,"Democrat","#0000FF"
"2067",198,"Republican","#FF0000"
"2068",324,"Democrat","#0000FF"
"2069",325,"Democrat","#0000FF"
"2070",273,"Democrat","#0000FF"
"2071",181,"Republican","#FF0000"
"2072",292,"Democrat","#0000FF"
"2073",385,"Democrat","#0000FF"
"2074",435,"Democrat","#0000FF"
"2075",365,"Democrat","#0000FF"
"2076",435,"Democrat","#0000FF"
"2077",386,"Democrat","#0000FF"
"2078",213,"Republican","#FF0000"
"2079",178,"Republican","#FF0000"
"2080",303,"Democrat","#0000FF"
"2081",267,"Republican","#FF0000"
"2082",234,"Republican","#FF0000"
"2083",360,"Democrat","#0000FF"
"2084",408,"Democrat","#0000FF"
"2085",357,"Democrat","#0000FF"
"2086",426,"Democrat","#0000FF"
"2087",258,"Republican","#FF0000"
"2088",275,"Democrat","#0000FF"
"2089",293,"Democrat","#0000FF"
"2090",391,"Democrat","#0000FF"
"2091",367,"Democrat","#0000FF"
"2092",330,"Democrat","#0000FF"
"2093",247,"Republican","#FF0000"
"2094",343,"Democrat","#0000FF"
"2095",224,"Republican","#FF0000"
"2096",315,"Democrat","#0000FF"
"2097",236,"Republican","#FF0000"
"2098",446,"Democrat","#0000FF"
"2099",304,"Democrat","#0000FF"
"2100",330,"Democrat","#0000FF"
"2101",309,"Democrat","#0000FF"
"2102",233,"Republican","#FF0000"
"2103",218,"Republican","#FF0000"
"2104",318,"Democrat","#0000FF"
"2105",315,"Democrat","#0000FF"
"2106",304,"Democrat","#0000FF"
"2107",241,"Republican","#FF0000"
"2108",243,"Republican","#FF0000"
"2109",235,"Republican","#FF0000"
"2110",268,"Republican","#FF0000"
"2111",247,"Republican","#FF0000"
"2112",195,"Republican","#FF0000"
"2113",256,"Republican","#FF0000"
"2114",249,"Republican","#FF0000"
"2115",403,"Democrat","#0000FF"
"2116",355,"Democrat","#0000FF"
"2117",272,"Democrat","#0000FF"
"2118",275,"Democrat","#0000FF"
"2119",374,"Democrat","#0000FF"
"2120",348,"Democrat","#0000FF"
"2121",197,"Republican","#FF0000"
"2122",303,"Democrat","#0000FF"
"2123",296,"Democrat","#0000FF"
"2124",336,"Democrat","#0000FF"
"2125",273,"Democrat","#0000FF"
"2126",293,"Democrat","#0000FF"
"2127",289,"Democrat","#0000FF"
"2128",211,"Republican","#FF0000"
"2129",206,"Republican","#FF0000"
"2130",287,"Democrat","#0000FF"
"2131",207,"Republican","#FF0000"
"2132",282,"Democrat","#0000FF"
"2133",254,"Republican","#FF0000"
"2134",262,"Republican","#FF0000"
"2135",286,"Democrat","#0000FF"
"2136",245,"Republican","#FF0000"
"2137",296,"Democrat","#0000FF"
"2138",382,"Democrat","#0000FF"
"2139",343,"Democrat","#0000FF"
"2140",248,"Republican","#FF0000"
"2141",263,"Republican","#FF0000"
"2142",273,"Democrat","#0000FF"
"2143",218,"Republican","#FF0000"
"2144",111,"Republican","#FF0000"
"2145",277,"Democrat","#0000FF"
"2146",370,"Democrat","#0000FF"
"2147",212,"Republican","#FF0000"
"2148",197,"Republican","#FF0000"
"2149",222,"Republican","#FF0000"
"2150",242,"Republican","#FF0000"
"2151",247,"Republican","#FF0000"
"2152",391,"Democrat","#0000FF"
"2153",258,"Republican","#FF0000"
"2154",373,"Democrat","#0000FF"
"2155",210,"Republican","#FF0000"
"2156",194,"Republican","#FF0000"
"2157",268,"Republican","#FF0000"
"2158",342,"Democrat","#0000FF"
"2159",426,"Democrat","#0000FF"
"2160",317,"Democrat","#0000FF"
"2161",298,"Democrat","#0000FF"
"2162",309,"Democrat","#0000FF"
"2163",205,"Republican","#FF0000"
"2164",257,"Republican","#FF0000"
"2165",354,"Democrat","#0000FF"
"2166",135,"Republican","#FF0000"
"2167",215,"Republican","#FF0000"
"2168",226,"Republican","#FF0000"
"2169",277,"Democrat","#0000FF"
"2170",263,"Republican","#FF0000"
"2171",356,"Democrat","#0000FF"
"2172",363,"Democrat","#0000FF"
"2173",297,"Democrat","#0000FF"
"2174",333,"Democrat","#0000FF"
"2175",325,"Democrat","#0000FF"
"2176",168,"Republican","#FF0000"
"2177",298,"Democrat","#0000FF"
"2178",389,"Democrat","#0000FF"
"2179",259,"Republican","#FF0000"
"2180",349,"Democrat","#0000FF"
"2181",349,"Democrat","#0000FF"
"2182",227,"Republican","#FF0000"
"2183",153,"Republican","#FF0000"
"2184",272,"Democrat","#0000FF"
"2185",262,"Republican","#FF0000"
"2186",249,"Republican","#FF0000"
"2187",332,"Democrat","#0000FF"
"2188",224,"Republican","#FF0000"
"2189",236,"Republican","#FF0000"
"2190",344,"Democrat","#0000FF"
"2191",473,"Democrat","#0000FF"
"2192",315,"Democrat","#0000FF"
"2193",280,"Democrat","#0000FF"
"2194",241,"Republican","#FF0000"
"2195",315,"Democrat","#0000FF"
"2196",306,"Democrat","#0000FF"
"2197",190,"Republican","#FF0000"
"2198",352,"Democrat","#0000FF"
"2199",349,"Democrat","#0000FF"
"2200",410,"Democrat","#0000FF"
"2201",252,"Republican","#FF0000"
"2202",241,"Republican","#FF0000"
"2203",376,"Democrat","#0000FF"
"2204",308,"Democrat","#0000FF"
"2205",247,"Republican","#FF0000"
"2206",362,"Democrat","#0000FF"
"2207",308,"Democrat","#0000FF"
"2208",312,"Democrat","#0000FF"
"2209",319,"Democrat","#0000FF"
"2210",352,"Democrat","#0000FF"
"2211",400,"Democrat","#0000FF"
"2212",366,"Democrat","#0000FF"
"2213",322,"Democrat","#0000FF"
"2214",389,"Democrat","#0000FF"
"2215",190,"Republican","#FF0000"
"2216",355,"Democrat","#0000FF"
"2217",232,"Republican","#FF0000"
"2218",304,"Democrat","#0000FF"
"2219",235,"Republican","#FF0000"
"2220",333,"Democrat","#0000FF"
"2221",247,"Republican","#FF0000"
"2222",245,"Republican","#FF0000"
"2223",214,"Republican","#FF0000"
"2224",308,"Democrat","#0000FF"
"2225",324,"Democrat","#0000FF"
"2226",268,"Republican","#FF0000"
"2227",276,"Democrat","#0000FF"
"2228",241,"Republican","#FF0000"
"2229",237,"Republican","#FF0000"
"2230",194,"Republican","#FF0000"
"2231",222,"Republican","#FF0000"
"2232",262,"Republican","#FF0000"
"2233",425,"Democrat","#0000FF"
"2234",320,"Democrat","#0000FF"
"2235",277,"Democrat","#0000FF"
"2236",406,"Democrat","#0000FF"
"2237",277,"Democrat","#0000FF"
"2238",355,"Democrat","#0000FF"
"2239",379,"Democrat","#0000FF"
"2240",322,"Democrat","#0000FF"
"2241",207,"Republican","#FF0000"
"2242",290,"Democrat","#0000FF"
"2243",212,"Republican","#FF0000"
"2244",300,"Democrat","#0000FF"
"2245",239,"Republican","#FF0000"
"2246",425,"Democrat","#0000FF"
"2247",319,"Democrat","#0000FF"
"2248",177,"Republican","#FF0000"
"2249",355,"Democrat","#0000FF"
"2250",336,"Democrat","#0000FF"
"2251",279,"Democrat","#0000FF"
"2252",321,"Democrat","#0000FF"
"2253",308,"Democrat","#0000FF"
"2254",282,"Democrat","#0000FF"
"2255",228,"Republican","#FF0000"
"2256",369,"Democrat","#0000FF"
"2257",152,"Republican","#FF0000"
"2258",285,"Democrat","#0000FF"
"2259",267,"Republican","#FF0000"
"2260",402,"Democrat","#0000FF"
"2261",419,"Democrat","#0000FF"
"2262",450,"Democrat","#0000FF"
"2263",255,"Republican","#FF0000"
"2264",241,"Republican","#FF0000"
"2265",257,"Republican","#FF0000"
"2266",312,"Democrat","#0000FF"
"2267",342,"Democrat","#0000FF"
"2268",357,"Democrat","#0000FF"
"2269",261,"Republican","#FF0000"
"2270",248,"Republican","#FF0000"
"2271",283,"Democrat","#0000FF"
"2272",216,"Republican","#FF0000"
"2273",189,"Republican","#FF0000"
"2274",237,"Republican","#FF0000"
"2275",181,"Republican","#FF0000"
"2276",257,"Republican","#FF0000"
"2277",238,"Republican","#FF0000"
"2278",248,"Republican","#FF0000"
"2279",343,"Democrat","#0000FF"
"2280",231,"Republican","#FF0000"
"2281",435,"Democrat","#0000FF"
"2282",180,"Republican","#FF0000"
"2283",203,"Republican","#FF0000"
"2284",319,"Democrat","#0000FF"
"2285",206,"Republican","#FF0000"
"2286",353,"Democrat","#0000FF"
"2287",189,"Republican","#FF0000"
"2288",282,"Democrat","#0000FF"
"2289",271,"Democrat","#0000FF"
"2290",269,"Republican","#FF0000"
"2291",300,"Democrat","#0000FF"
"2292",315,"Democrat","#0000FF"
"2293",271,"Democrat","#0000FF"
"2294",287,"Democrat","#0000FF"
"2295",297,"Democrat","#0000FF"
"2296",289,"Democrat","#0000FF"
"2297",349,"Democrat","#0000FF"
"2298",227,"Republican","#FF0000"
"2299",338,"Democrat","#0000FF"
"2300",212,"Republican","#FF0000"
"2301",386,"Democrat","#0000FF"
"2302",254,"Republican","#FF0000"
"2303",314,"Democrat","#0000FF"
"2304",308,"Democrat","#0000FF"
"2305",268,"Republican","#FF0000"
"2306",395,"Democrat","#0000FF"
"2307",318,"Democrat","#0000FF"
