"","Electors","Candidate","Color"
"793",296,"Democrat","#0000FF"
"794",248,"Republican","#FF0000"
"795",319,"Democrat","#0000FF"
"796",285,"Democrat","#0000FF"
"797",287,"Democrat","#0000FF"
"798",251,"Republican","#FF0000"
"799",364,"Democrat","#0000FF"
"800",374,"Democrat","#0000FF"
"801",260,"Republican","#FF0000"
"802",225,"Republican","#FF0000"
"803",289,"Democrat","#0000FF"
"804",317,"Democrat","#0000FF"
"805",253,"Republican","#FF0000"
"806",213,"Republican","#FF0000"
"807",142,"Republican","#FF0000"
"808",305,"Democrat","#0000FF"
"809",253,"Republican","#FF0000"
"810",399,"Democrat","#0000FF"
"811",319,"Democrat","#0000FF"
"812",292,"Democrat","#0000FF"
"813",176,"Republican","#FF0000"
"814",293,"Democrat","#0000FF"
"815",348,"Democrat","#0000FF"
"816",319,"Democrat","#0000FF"
"817",249,"Republican","#FF0000"
"818",368,"Democrat","#0000FF"
"819",314,"Democrat","#0000FF"
"820",358,"Democrat","#0000FF"
"821",448,"Democrat","#0000FF"
"822",407,"Democrat","#0000FF"
"823",285,"Democrat","#0000FF"
"824",269,"Republican","#FF0000"
"825",200,"Republican","#FF0000"
"826",350,"Democrat","#0000FF"
"827",344,"Democrat","#0000FF"
"828",309,"Democrat","#0000FF"
"829",380,"Democrat","#0000FF"
"830",173,"Republican","#FF0000"
"831",381,"Democrat","#0000FF"
"832",228,"Republican","#FF0000"
"833",308,"Democrat","#0000FF"
"834",237,"Republican","#FF0000"
"835",263,"Republican","#FF0000"
"836",133,"Republican","#FF0000"
"837",228,"Republican","#FF0000"
"838",222,"Republican","#FF0000"
"839",207,"Republican","#FF0000"
"840",232,"Republican","#FF0000"
"841",391,"Democrat","#0000FF"
"842",346,"Democrat","#0000FF"
"843",275,"Democrat","#0000FF"
"844",309,"Democrat","#0000FF"
"845",247,"Republican","#FF0000"
"846",192,"Republican","#FF0000"
"847",328,"Democrat","#0000FF"
"848",300,"Democrat","#0000FF"
"849",235,"Republican","#FF0000"
"850",423,"Democrat","#0000FF"
"851",264,"Republican","#FF0000"
"852",227,"Republican","#FF0000"
"853",319,"Democrat","#0000FF"
"854",253,"Republican","#FF0000"
"855",274,"Democrat","#0000FF"
"856",186,"Republican","#FF0000"
"857",413,"Democrat","#0000FF"
"858",369,"Democrat","#0000FF"
"859",255,"Republican","#FF0000"
"860",228,"Republican","#FF0000"
"861",266,"Republican","#FF0000"
"862",366,"Democrat","#0000FF"
"863",302,"Democrat","#0000FF"
"864",239,"Republican","#FF0000"
"865",207,"Republican","#FF0000"
"866",391,"Democrat","#0000FF"
"867",362,"Democrat","#0000FF"
"868",268,"Republican","#FF0000"
"869",245,"Republican","#FF0000"
"870",161,"Republican","#FF0000"
"871",181,"Republican","#FF0000"
"872",226,"Republican","#FF0000"
"873",363,"Democrat","#0000FF"
"874",209,"Republican","#FF0000"
"875",303,"Democrat","#0000FF"
"876",245,"Republican","#FF0000"
"877",355,"Democrat","#0000FF"
"878",359,"Democrat","#0000FF"
"879",214,"Republican","#FF0000"
"880",303,"Democrat","#0000FF"
"881",365,"Democrat","#0000FF"
"882",245,"Republican","#FF0000"
"883",402,"Democrat","#0000FF"
"884",373,"Democrat","#0000FF"
"885",449,"Democrat","#0000FF"
"886",379,"Democrat","#0000FF"
"887",352,"Democrat","#0000FF"
"888",432,"Democrat","#0000FF"
"889",424,"Democrat","#0000FF"
"890",331,"Democrat","#0000FF"
"891",282,"Democrat","#0000FF"
"892",171,"Republican","#FF0000"
"893",268,"Republican","#FF0000"
"894",400,"Democrat","#0000FF"
"895",246,"Republican","#FF0000"
"896",248,"Republican","#FF0000"
"897",359,"Democrat","#0000FF"
"898",237,"Republican","#FF0000"
"899",230,"Republican","#FF0000"
"900",316,"Democrat","#0000FF"
"901",258,"Republican","#FF0000"
"902",214,"Republican","#FF0000"
"903",174,"Republican","#FF0000"
"904",204,"Republican","#FF0000"
"905",356,"Democrat","#0000FF"
"906",197,"Republican","#FF0000"
"907",302,"Democrat","#0000FF"
"908",222,"Republican","#FF0000"
"909",240,"Republican","#FF0000"
"910",292,"Democrat","#0000FF"
"911",283,"Democrat","#0000FF"
"912",343,"Democrat","#0000FF"
"913",388,"Democrat","#0000FF"
"914",303,"Democrat","#0000FF"
"915",303,"Democrat","#0000FF"
"916",267,"Republican","#FF0000"
"917",232,"Republican","#FF0000"
"918",230,"Republican","#FF0000"
"919",272,"Democrat","#0000FF"
"920",412,"Democrat","#0000FF"
"921",262,"Republican","#FF0000"
"922",267,"Republican","#FF0000"
"923",292,"Democrat","#0000FF"
"924",278,"Democrat","#0000FF"
"925",215,"Republican","#FF0000"
"926",370,"Democrat","#0000FF"
"927",253,"Republican","#FF0000"
"928",234,"Republican","#FF0000"
"929",284,"Democrat","#0000FF"
"930",338,"Democrat","#0000FF"
"931",294,"Democrat","#0000FF"
"932",216,"Republican","#FF0000"
"933",336,"Democrat","#0000FF"
"934",298,"Democrat","#0000FF"
"935",268,"Republican","#FF0000"
"936",263,"Republican","#FF0000"
"937",364,"Democrat","#0000FF"
"938",285,"Democrat","#0000FF"
"939",275,"Democrat","#0000FF"
"940",226,"Republican","#FF0000"
"941",261,"Republican","#FF0000"
"942",266,"Republican","#FF0000"
"943",232,"Republican","#FF0000"
"944",325,"Democrat","#0000FF"
"945",204,"Republican","#FF0000"
"946",359,"Democrat","#0000FF"
"947",354,"Democrat","#0000FF"
"948",338,"Democrat","#0000FF"
"949",240,"Republican","#FF0000"
"950",206,"Republican","#FF0000"
"951",204,"Republican","#FF0000"
"952",283,"Democrat","#0000FF"
"953",303,"Democrat","#0000FF"
"954",327,"Democrat","#0000FF"
"955",337,"Democrat","#0000FF"
"956",263,"Republican","#FF0000"
"957",327,"Democrat","#0000FF"
"958",430,"Democrat","#0000FF"
"959",362,"Democrat","#0000FF"
"960",372,"Democrat","#0000FF"
"961",239,"Republican","#FF0000"
"962",241,"Republican","#FF0000"
"963",266,"Republican","#FF0000"
"964",337,"Democrat","#0000FF"
"965",358,"Democrat","#0000FF"
"966",309,"Democrat","#0000FF"
"967",395,"Democrat","#0000FF"
"968",388,"Democrat","#0000FF"
"969",284,"Democrat","#0000FF"
"970",245,"Republican","#FF0000"
"971",367,"Democrat","#0000FF"
"972",274,"Democrat","#0000FF"
"973",253,"Republican","#FF0000"
"974",359,"Democrat","#0000FF"
"975",237,"Republican","#FF0000"
"976",273,"Democrat","#0000FF"
"977",241,"Republican","#FF0000"
"978",340,"Democrat","#0000FF"
"979",316,"Democrat","#0000FF"
"980",258,"Republican","#FF0000"
"981",173,"Republican","#FF0000"
"982",271,"Democrat","#0000FF"
"983",294,"Democrat","#0000FF"
"984",301,"Democrat","#0000FF"
"985",434,"Democrat","#0000FF"
"986",245,"Republican","#FF0000"
"987",262,"Republican","#FF0000"
"988",264,"Republican","#FF0000"
"989",335,"Democrat","#0000FF"
"990",372,"Democrat","#0000FF"
"991",193,"Republican","#FF0000"
"992",237,"Republican","#FF0000"
"993",290,"Democrat","#0000FF"
"994",276,"Democrat","#0000FF"
"995",303,"Democrat","#0000FF"
"996",354,"Democrat","#0000FF"
"997",252,"Republican","#FF0000"
"998",253,"Republican","#FF0000"
"999",233,"Republican","#FF0000"
"1000",220,"Republican","#FF0000"
"1001",363,"Democrat","#0000FF"
"1002",245,"Republican","#FF0000"
"1003",308,"Democrat","#0000FF"
"1004",249,"Republican","#FF0000"
"1005",248,"Republican","#FF0000"
"1006",283,"Democrat","#0000FF"
"1007",226,"Republican","#FF0000"
"1008",383,"Democrat","#0000FF"
"1009",349,"Democrat","#0000FF"
"1010",232,"Republican","#FF0000"
"1011",296,"Democrat","#0000FF"
"1012",237,"Republican","#FF0000"
"1013",270,"Democrat","#0000FF"
"1014",203,"Republican","#FF0000"
"1015",353,"Democrat","#0000FF"
"1016",359,"Democrat","#0000FF"
"1017",386,"Democrat","#0000FF"
"1018",325,"Democrat","#0000FF"
"1019",237,"Republican","#FF0000"
"1020",342,"Democrat","#0000FF"
"1021",411,"Democrat","#0000FF"
"1022",214,"Republican","#FF0000"
"1023",291,"Democrat","#0000FF"
"1024",315,"Democrat","#0000FF"
"1025",312,"Democrat","#0000FF"
"1026",262,"Republican","#FF0000"
"1027",319,"Democrat","#0000FF"
"1028",317,"Democrat","#0000FF"
"1029",330,"Democrat","#0000FF"
"1030",319,"Democrat","#0000FF"
"1031",354,"Democrat","#0000FF"
"1032",207,"Republican","#FF0000"
"1033",231,"Republican","#FF0000"
"1034",328,"Democrat","#0000FF"
"1035",413,"Democrat","#0000FF"
"1036",278,"Democrat","#0000FF"
"1037",277,"Democrat","#0000FF"
"1038",322,"Democrat","#0000FF"
"1039",293,"Democrat","#0000FF"
"1040",258,"Republican","#FF0000"
"1041",288,"Democrat","#0000FF"
"1042",223,"Republican","#FF0000"
"1043",287,"Democrat","#0000FF"
"1044",244,"Republican","#FF0000"
"1045",263,"Republican","#FF0000"
"1046",387,"Democrat","#0000FF"
"1047",271,"Democrat","#0000FF"
"1048",436,"Democrat","#0000FF"
"1049",319,"Democrat","#0000FF"
"1050",395,"Democrat","#0000FF"
"1051",209,"Republican","#FF0000"
"1052",289,"Democrat","#0000FF"
"1053",414,"Democrat","#0000FF"
"1054",358,"Democrat","#0000FF"
"1055",259,"Republican","#FF0000"
"1056",315,"Democrat","#0000FF"
"1057",248,"Republican","#FF0000"
"1058",264,"Republican","#FF0000"
"1059",349,"Democrat","#0000FF"
"1060",224,"Republican","#FF0000"
"1061",213,"Republican","#FF0000"
"1062",267,"Republican","#FF0000"
"1063",371,"Democrat","#0000FF"
"1064",434,"Democrat","#0000FF"
"1065",317,"Democrat","#0000FF"
"1066",254,"Republican","#FF0000"
"1067",319,"Democrat","#0000FF"
"1068",374,"Democrat","#0000FF"
"1069",298,"Democrat","#0000FF"
"1070",414,"Democrat","#0000FF"
"1071",285,"Democrat","#0000FF"
"1072",260,"Republican","#FF0000"
"1073",353,"Democrat","#0000FF"
"1074",350,"Democrat","#0000FF"
"1075",294,"Democrat","#0000FF"
"1076",379,"Democrat","#0000FF"
"1077",234,"Republican","#FF0000"
"1078",194,"Republican","#FF0000"
"1079",241,"Republican","#FF0000"
"1080",228,"Republican","#FF0000"
"1081",268,"Republican","#FF0000"
"1082",237,"Republican","#FF0000"
"1083",274,"Democrat","#0000FF"
"1084",247,"Republican","#FF0000"
"1085",327,"Democrat","#0000FF"
"1086",389,"Democrat","#0000FF"
"1087",319,"Democrat","#0000FF"
"1088",440,"Democrat","#0000FF"
"1089",365,"Democrat","#0000FF"
"1090",299,"Democrat","#0000FF"
"1091",251,"Republican","#FF0000"
"1092",287,"Democrat","#0000FF"
"1093",243,"Republican","#FF0000"
"1094",333,"Democrat","#0000FF"
"1095",256,"Republican","#FF0000"
"1096",314,"Democrat","#0000FF"
"1097",282,"Democrat","#0000FF"
"1098",320,"Democrat","#0000FF"
"1099",339,"Democrat","#0000FF"
"1100",293,"Democrat","#0000FF"
"1101",273,"Democrat","#0000FF"
"1102",263,"Republican","#FF0000"
"1103",258,"Republican","#FF0000"
"1104",226,"Republican","#FF0000"
"1105",187,"Republican","#FF0000"
"1106",266,"Republican","#FF0000"
"1107",336,"Democrat","#0000FF"
"1108",314,"Democrat","#0000FF"
"1109",222,"Republican","#FF0000"
"1110",326,"Democrat","#0000FF"
"1111",360,"Democrat","#0000FF"
"1112",315,"Democrat","#0000FF"
"1113",233,"Republican","#FF0000"
"1114",311,"Democrat","#0000FF"
"1115",171,"Republican","#FF0000"
"1116",254,"Republican","#FF0000"
"1117",248,"Republican","#FF0000"
"1118",178,"Republican","#FF0000"
"1119",441,"Democrat","#0000FF"
"1120",330,"Democrat","#0000FF"
"1121",383,"Democrat","#0000FF"
"1122",412,"Democrat","#0000FF"
"1123",273,"Democrat","#0000FF"
"1124",315,"Democrat","#0000FF"
"1125",324,"Democrat","#0000FF"
"1126",227,"Republican","#FF0000"
"1127",217,"Republican","#FF0000"
"1128",385,"Democrat","#0000FF"
"1129",209,"Republican","#FF0000"
"1130",320,"Democrat","#0000FF"
"1131",275,"Democrat","#0000FF"
"1132",242,"Republican","#FF0000"
"1133",264,"Republican","#FF0000"
"1134",219,"Republican","#FF0000"
"1135",397,"Democrat","#0000FF"
"1136",220,"Republican","#FF0000"
"1137",218,"Republican","#FF0000"
"1138",277,"Democrat","#0000FF"
"1139",322,"Democrat","#0000FF"
"1140",175,"Republican","#FF0000"
"1141",299,"Democrat","#0000FF"
"1142",269,"Republican","#FF0000"
"1143",335,"Democrat","#0000FF"
"1144",317,"Democrat","#0000FF"
"1145",303,"Democrat","#0000FF"
"1146",309,"Democrat","#0000FF"
"1147",276,"Democrat","#0000FF"
"1148",397,"Democrat","#0000FF"
"1149",251,"Republican","#FF0000"
"1150",194,"Republican","#FF0000"
"1151",203,"Republican","#FF0000"
"1152",391,"Democrat","#0000FF"
"1153",243,"Republican","#FF0000"
"1154",376,"Democrat","#0000FF"
"1155",303,"Democrat","#0000FF"
"1156",263,"Republican","#FF0000"
"1157",225,"Republican","#FF0000"
"1158",413,"Democrat","#0000FF"
"1159",253,"Republican","#FF0000"
"1160",265,"Republican","#FF0000"
"1161",212,"Republican","#FF0000"
"1162",257,"Republican","#FF0000"
"1163",366,"Democrat","#0000FF"
"1164",256,"Republican","#FF0000"
"1165",437,"Democrat","#0000FF"
"1166",183,"Republican","#FF0000"
"1167",323,"Democrat","#0000FF"
"1168",296,"Democrat","#0000FF"
"1169",233,"Republican","#FF0000"
"1170",216,"Republican","#FF0000"
"1171",389,"Democrat","#0000FF"
"1172",198,"Republican","#FF0000"
"1173",222,"Republican","#FF0000"
"1174",242,"Republican","#FF0000"
"1175",348,"Democrat","#0000FF"
"1176",254,"Republican","#FF0000"
"1177",226,"Republican","#FF0000"
"1178",237,"Republican","#FF0000"
"1179",225,"Republican","#FF0000"
"1180",281,"Democrat","#0000FF"
"1181",332,"Democrat","#0000FF"
"1182",243,"Republican","#FF0000"
"1183",243,"Republican","#FF0000"
"1184",298,"Democrat","#0000FF"
"1185",293,"Democrat","#0000FF"
"1186",423,"Democrat","#0000FF"
"1187",214,"Republican","#FF0000"
"1188",203,"Republican","#FF0000"
"1189",412,"Democrat","#0000FF"
"1190",232,"Republican","#FF0000"
"1191",244,"Republican","#FF0000"
"1192",307,"Democrat","#0000FF"
"1193",333,"Democrat","#0000FF"
"1194",288,"Democrat","#0000FF"
"1195",303,"Democrat","#0000FF"
"1196",207,"Republican","#FF0000"
"1197",425,"Democrat","#0000FF"
"1198",298,"Democrat","#0000FF"
"1199",389,"Democrat","#0000FF"
"1200",376,"Democrat","#0000FF"
"1201",278,"Democrat","#0000FF"
"1202",252,"Republican","#FF0000"
"1203",224,"Republican","#FF0000"
"1204",374,"Democrat","#0000FF"
"1205",381,"Democrat","#0000FF"
"1206",279,"Democrat","#0000FF"
"1207",400,"Democrat","#0000FF"
"1208",240,"Republican","#FF0000"
"1209",273,"Democrat","#0000FF"
"1210",248,"Republican","#FF0000"
"1211",240,"Republican","#FF0000"
"1212",263,"Republican","#FF0000"
"1213",272,"Democrat","#0000FF"
"1214",389,"Democrat","#0000FF"
"1215",226,"Republican","#FF0000"
"1216",373,"Democrat","#0000FF"
"1217",226,"Republican","#FF0000"
"1218",325,"Democrat","#0000FF"
"1219",331,"Democrat","#0000FF"
"1220",343,"Democrat","#0000FF"
"1221",253,"Republican","#FF0000"
"1222",339,"Democrat","#0000FF"
"1223",268,"Republican","#FF0000"
"1224",338,"Democrat","#0000FF"
"1225",272,"Democrat","#0000FF"
"1226",298,"Democrat","#0000FF"
"1227",266,"Republican","#FF0000"
"1228",228,"Republican","#FF0000"
"1229",224,"Republican","#FF0000"
"1230",335,"Democrat","#0000FF"
"1231",302,"Democrat","#0000FF"
"1232",343,"Democrat","#0000FF"
"1233",339,"Democrat","#0000FF"
"1234",304,"Democrat","#0000FF"
"1235",343,"Democrat","#0000FF"
"1236",268,"Republican","#FF0000"
"1237",328,"Democrat","#0000FF"
"1238",257,"Republican","#FF0000"
"1239",235,"Republican","#FF0000"
"1240",358,"Democrat","#0000FF"
"1241",366,"Democrat","#0000FF"
"1242",207,"Republican","#FF0000"
"1243",292,"Democrat","#0000FF"
"1244",315,"Democrat","#0000FF"
"1245",343,"Democrat","#0000FF"
"1246",330,"Democrat","#0000FF"
"1247",258,"Republican","#FF0000"
"1248",354,"Democrat","#0000FF"
"1249",258,"Republican","#FF0000"
"1250",251,"Republican","#FF0000"
"1251",355,"Democrat","#0000FF"
"1252",366,"Democrat","#0000FF"
"1253",255,"Republican","#FF0000"
"1254",398,"Democrat","#0000FF"
"1255",343,"Democrat","#0000FF"
"1256",235,"Republican","#FF0000"
"1257",314,"Democrat","#0000FF"
"1258",238,"Republican","#FF0000"
"1259",234,"Republican","#FF0000"
"1260",233,"Republican","#FF0000"
"1261",177,"Republican","#FF0000"
"1262",451,"Democrat","#0000FF"
"1263",227,"Republican","#FF0000"
"1264",233,"Republican","#FF0000"
"1265",349,"Democrat","#0000FF"
"1266",406,"Democrat","#0000FF"
"1267",273,"Democrat","#0000FF"
"1268",395,"Democrat","#0000FF"
"1269",293,"Democrat","#0000FF"
"1270",356,"Democrat","#0000FF"
"1271",319,"Democrat","#0000FF"
"1272",423,"Democrat","#0000FF"
"1273",382,"Democrat","#0000FF"
"1274",319,"Democrat","#0000FF"
"1275",282,"Democrat","#0000FF"
"1276",215,"Republican","#FF0000"
"1277",402,"Democrat","#0000FF"
"1278",279,"Democrat","#0000FF"
"1279",349,"Democrat","#0000FF"
"1280",257,"Republican","#FF0000"
"1281",372,"Democrat","#0000FF"
"1282",273,"Democrat","#0000FF"
"1283",380,"Democrat","#0000FF"
"1284",258,"Republican","#FF0000"
"1285",252,"Republican","#FF0000"
"1286",231,"Republican","#FF0000"
"1287",312,"Democrat","#0000FF"
"1288",268,"Republican","#FF0000"
"1289",282,"Democrat","#0000FF"
"1290",454,"Democrat","#0000FF"
"1291",395,"Democrat","#0000FF"
"1292",356,"Democrat","#0000FF"
"1293",241,"Republican","#FF0000"
"1294",317,"Democrat","#0000FF"
"1295",367,"Democrat","#0000FF"
"1296",312,"Democrat","#0000FF"
"1297",247,"Republican","#FF0000"
"1298",319,"Democrat","#0000FF"
"1299",359,"Democrat","#0000FF"
"1300",347,"Democrat","#0000FF"
"1301",280,"Democrat","#0000FF"
"1302",180,"Republican","#FF0000"
"1303",331,"Democrat","#0000FF"
"1304",254,"Republican","#FF0000"
"1305",313,"Democrat","#0000FF"
"1306",388,"Democrat","#0000FF"
"1307",284,"Democrat","#0000FF"
"1308",306,"Democrat","#0000FF"
"1309",408,"Democrat","#0000FF"
"1310",224,"Republican","#FF0000"
"1311",262,"Republican","#FF0000"
"1312",222,"Republican","#FF0000"
"1313",314,"Democrat","#0000FF"
"1314",267,"Republican","#FF0000"
"1315",376,"Democrat","#0000FF"
"1316",253,"Republican","#FF0000"
"1317",229,"Republican","#FF0000"
"1318",366,"Democrat","#0000FF"
"1319",270,"Democrat","#0000FF"
"1320",365,"Democrat","#0000FF"
"1321",348,"Democrat","#0000FF"
"1322",333,"Democrat","#0000FF"
"1323",223,"Republican","#FF0000"
"1324",271,"Democrat","#0000FF"
"1325",257,"Republican","#FF0000"
"1326",393,"Democrat","#0000FF"
"1327",222,"Republican","#FF0000"
"1328",243,"Republican","#FF0000"
"1329",357,"Democrat","#0000FF"
"1330",359,"Democrat","#0000FF"
"1331",226,"Republican","#FF0000"
"1332",349,"Democrat","#0000FF"
"1333",187,"Republican","#FF0000"
"1334",196,"Republican","#FF0000"
"1335",256,"Republican","#FF0000"
"1336",349,"Democrat","#0000FF"
"1337",228,"Republican","#FF0000"
"1338",275,"Democrat","#0000FF"
"1339",412,"Democrat","#0000FF"
"1340",218,"Republican","#FF0000"
"1341",200,"Republican","#FF0000"
"1342",321,"Democrat","#0000FF"
"1343",285,"Democrat","#0000FF"
"1344",257,"Republican","#FF0000"
"1345",267,"Republican","#FF0000"
"1346",202,"Republican","#FF0000"
"1347",226,"Republican","#FF0000"
"1348",402,"Democrat","#0000FF"
"1349",277,"Democrat","#0000FF"
"1350",295,"Democrat","#0000FF"
"1351",298,"Democrat","#0000FF"
"1352",245,"Republican","#FF0000"
"1353",319,"Democrat","#0000FF"
"1354",287,"Democrat","#0000FF"
"1355",209,"Republican","#FF0000"
"1356",295,"Democrat","#0000FF"
"1357",384,"Democrat","#0000FF"
"1358",323,"Democrat","#0000FF"
"1359",212,"Republican","#FF0000"
"1360",257,"Republican","#FF0000"
"1361",292,"Democrat","#0000FF"
"1362",234,"Republican","#FF0000"
"1363",238,"Republican","#FF0000"
"1364",436,"Democrat","#0000FF"
"1365",248,"Republican","#FF0000"
"1366",284,"Democrat","#0000FF"
"1367",221,"Republican","#FF0000"
"1368",344,"Democrat","#0000FF"
"1369",336,"Democrat","#0000FF"
"1370",396,"Democrat","#0000FF"
"1371",308,"Democrat","#0000FF"
"1372",232,"Republican","#FF0000"
"1373",175,"Republican","#FF0000"
"1374",199,"Republican","#FF0000"
"1375",349,"Democrat","#0000FF"
"1376",454,"Democrat","#0000FF"
"1377",302,"Democrat","#0000FF"
"1378",152,"Republican","#FF0000"
"1379",303,"Democrat","#0000FF"
"1380",271,"Democrat","#0000FF"
"1381",241,"Republican","#FF0000"
"1382",267,"Republican","#FF0000"
"1383",342,"Democrat","#0000FF"
"1384",282,"Democrat","#0000FF"
"1385",398,"Democrat","#0000FF"
"1386",240,"Republican","#FF0000"
"1387",241,"Republican","#FF0000"
"1388",306,"Democrat","#0000FF"
"1389",237,"Republican","#FF0000"
"1390",331,"Democrat","#0000FF"
"1391",306,"Democrat","#0000FF"
"1392",150,"Republican","#FF0000"
"1393",290,"Democrat","#0000FF"
"1394",210,"Republican","#FF0000"
"1395",330,"Democrat","#0000FF"
"1396",279,"Democrat","#0000FF"
"1397",287,"Democrat","#0000FF"
"1398",410,"Democrat","#0000FF"
"1399",261,"Republican","#FF0000"
"1400",278,"Democrat","#0000FF"
"1401",268,"Republican","#FF0000"
"1402",218,"Republican","#FF0000"
"1403",305,"Democrat","#0000FF"
"1404",299,"Democrat","#0000FF"
"1405",328,"Democrat","#0000FF"
"1406",359,"Democrat","#0000FF"
"1407",262,"Republican","#FF0000"
"1408",223,"Republican","#FF0000"
"1409",224,"Republican","#FF0000"
"1410",224,"Republican","#FF0000"
"1411",274,"Democrat","#0000FF"
"1412",243,"Republican","#FF0000"
"1413",313,"Democrat","#0000FF"
"1414",327,"Democrat","#0000FF"
"1415",327,"Democrat","#0000FF"
"1416",327,"Democrat","#0000FF"
"1417",392,"Democrat","#0000FF"
"1418",272,"Democrat","#0000FF"
"1419",300,"Democrat","#0000FF"
"1420",252,"Republican","#FF0000"
"1421",191,"Republican","#FF0000"
"1422",377,"Democrat","#0000FF"
"1423",161,"Republican","#FF0000"
"1424",325,"Democrat","#0000FF"
"1425",283,"Democrat","#0000FF"
"1426",212,"Republican","#FF0000"
"1427",263,"Republican","#FF0000"
"1428",247,"Republican","#FF0000"
"1429",314,"Democrat","#0000FF"
"1430",212,"Republican","#FF0000"
"1431",278,"Democrat","#0000FF"
"1432",408,"Democrat","#0000FF"
"1433",319,"Democrat","#0000FF"
"1434",214,"Republican","#FF0000"
"1435",303,"Democrat","#0000FF"
"1436",218,"Republican","#FF0000"
"1437",345,"Democrat","#0000FF"
"1438",222,"Republican","#FF0000"
"1439",322,"Democrat","#0000FF"
"1440",232,"Republican","#FF0000"
"1441",220,"Republican","#FF0000"
"1442",298,"Democrat","#0000FF"
"1443",212,"Republican","#FF0000"
"1444",310,"Democrat","#0000FF"
"1445",214,"Republican","#FF0000"
"1446",258,"Republican","#FF0000"
"1447",215,"Republican","#FF0000"
"1448",355,"Democrat","#0000FF"
"1449",309,"Democrat","#0000FF"
"1450",287,"Democrat","#0000FF"
"1451",201,"Republican","#FF0000"
"1452",258,"Republican","#FF0000"
"1453",353,"Democrat","#0000FF"
"1454",397,"Democrat","#0000FF"
"1455",323,"Democrat","#0000FF"
"1456",211,"Republican","#FF0000"
"1457",180,"Republican","#FF0000"
"1458",180,"Republican","#FF0000"
"1459",210,"Republican","#FF0000"
"1460",303,"Democrat","#0000FF"
"1461",237,"Republican","#FF0000"
"1462",232,"Republican","#FF0000"
"1463",357,"Democrat","#0000FF"
"1464",287,"Democrat","#0000FF"
"1465",175,"Republican","#FF0000"
"1466",268,"Republican","#FF0000"
"1467",297,"Democrat","#0000FF"
"1468",338,"Democrat","#0000FF"
"1469",292,"Democrat","#0000FF"
"1470",319,"Democrat","#0000FF"
"1471",212,"Republican","#FF0000"
"1472",238,"Republican","#FF0000"
"1473",354,"Democrat","#0000FF"
"1474",284,"Democrat","#0000FF"
"1475",242,"Republican","#FF0000"
"1476",427,"Democrat","#0000FF"
"1477",324,"Democrat","#0000FF"
"1478",304,"Democrat","#0000FF"
"1479",302,"Democrat","#0000FF"
"1480",298,"Democrat","#0000FF"
"1481",245,"Republican","#FF0000"
"1482",383,"Democrat","#0000FF"
"1483",330,"Democrat","#0000FF"
"1484",312,"Democrat","#0000FF"
"1485",288,"Democrat","#0000FF"
"1486",293,"Democrat","#0000FF"
"1487",361,"Democrat","#0000FF"
"1488",300,"Democrat","#0000FF"
"1489",272,"Democrat","#0000FF"
"1490",287,"Democrat","#0000FF"
"1491",344,"Democrat","#0000FF"
"1492",289,"Democrat","#0000FF"
"1493",222,"Republican","#FF0000"
"1494",426,"Democrat","#0000FF"
"1495",396,"Democrat","#0000FF"
"1496",253,"Republican","#FF0000"
"1497",186,"Republican","#FF0000"
"1498",361,"Democrat","#0000FF"
"1499",262,"Republican","#FF0000"
"1500",346,"Democrat","#0000FF"
"1501",313,"Democrat","#0000FF"
"1502",333,"Democrat","#0000FF"
"1503",234,"Republican","#FF0000"
"1504",308,"Democrat","#0000FF"
"1505",248,"Republican","#FF0000"
"1506",195,"Republican","#FF0000"
"1507",458,"Democrat","#0000FF"
"1508",307,"Democrat","#0000FF"
"1509",426,"Democrat","#0000FF"
"1510",183,"Republican","#FF0000"
"1511",262,"Republican","#FF0000"
"1512",272,"Democrat","#0000FF"
"1513",228,"Republican","#FF0000"
"1514",389,"Democrat","#0000FF"
"1515",415,"Democrat","#0000FF"
"1516",308,"Democrat","#0000FF"
"1517",419,"Democrat","#0000FF"
"1518",232,"Republican","#FF0000"
"1519",286,"Democrat","#0000FF"
"1520",287,"Democrat","#0000FF"
"1521",300,"Democrat","#0000FF"
"1522",290,"Democrat","#0000FF"
"1523",283,"Democrat","#0000FF"
"1524",268,"Republican","#FF0000"
"1525",304,"Democrat","#0000FF"
"1526",308,"Democrat","#0000FF"
"1527",373,"Democrat","#0000FF"
"1528",377,"Democrat","#0000FF"
"1529",257,"Republican","#FF0000"
"1530",354,"Democrat","#0000FF"
"1531",298,"Democrat","#0000FF"
"1532",218,"Republican","#FF0000"
"1533",270,"Democrat","#0000FF"
"1534",307,"Democrat","#0000FF"
"1535",333,"Democrat","#0000FF"
"1536",339,"Democrat","#0000FF"
"1537",278,"Democrat","#0000FF"
"1538",409,"Democrat","#0000FF"
"1539",415,"Democrat","#0000FF"
"1540",226,"Republican","#FF0000"
"1541",253,"Republican","#FF0000"
"1542",232,"Republican","#FF0000"
"1543",373,"Democrat","#0000FF"
"1544",288,"Democrat","#0000FF"
"1545",429,"Democrat","#0000FF"
"1546",463,"Democrat","#0000FF"
"1547",309,"Democrat","#0000FF"
"1548",253,"Republican","#FF0000"
"1549",408,"Democrat","#0000FF"
"1550",273,"Democrat","#0000FF"
"1551",331,"Democrat","#0000FF"
"1552",249,"Republican","#FF0000"
"1553",273,"Democrat","#0000FF"
"1554",78,"Republican","#FF0000"
"1555",242,"Republican","#FF0000"
